Dodo	Dodo
wo	wo
bist	bist
du	du
?	?
\h	\h
Die	Die
Lea	Lea
weint	weint
und	und
hat	hat
von	von
Dod	Dodo
Steckbrife	Steckbriefe
auf	auf
.	.
^	
Als	Als
sie	sie
fertig	fertig
war	war
gang	~gang
sie	sie
in	in
ihm	ihm
Brüo	Büro
.	.
^	
Sie	Sie
hat	hat
auch	auch
ihre	ihre
nummer	Nummer
da	da
drauf	drauf
geschreibien	geschrieben
.	.
Sie	Sie
watete	wartete
auf	auf
ein	ein
anruf	Anruf
sie	sie
wartet	wartet
und	und
wartet	wartet
.	.
^	
Plözlich	Plötzlich
kam	kam
ein	ein
anruf	Anruf
aber	aber
es	es
war	war
nur	nur
Lars	Lars
^	
er	er
sagte	sagte
:	:
"	"
Wieg	Wie
gehts	gehts
es	es
dir	dir
.	.
"	"
sie	sie
sagte	sagte
:	:
"	"
schlecht	Schlecht
und	und
dir	dir
.	.
"	"
^	
er	er
sagte	sagte
:	:
"	"
gut	Gut
Okay	Okay
Ich	Ich
komm	komm
mit	mit
dodo	Dodo
zu	zu
^	
dein	dein
Brüo	Büro
.	.
^	
Sie	Sie
freute	freute
sich	sich
sehr	sehr
.	.
Sie	Sie
weinte|	weinte
vor	vor
freut	Freude
:	:
sie	sie
^	
ist	ist
so	so
froh	froh
.	.
^	
da|	da
sah	sah
sie	sie
dodo	Dodo
und	und
Lars	Lars
Kommen	kommen
der	der
Lars	Lars
^	
hatte	hatte
ein	ein
Lolli	Lolli
sie	sie
um*rmen	umarmen
und	und
Dodo	Dodo
fresst	fresst
