Das	Das
zerbrochendes	~zerbrochendes
Fenster	Fenster
!!	!!
\h	\h
Eines	Eines
Tages	Tages
hate	hatte
Lars	Lars
eine	eine
Idee	Idee
.	.
Lars	Lars
wid	wird
eine	eine
Seilbahn	Seilbahn
bauen	bauen
!	!
^	
er	er
wirft	wirft
ein	ein
stuck	Stück
seil	Seil
von	von
sein	sein
fenster	Fenster
zu	zu
Leas	Leas
Fenster	Fenster
^	
Lea	Lea
befesticht	befestigt
die	die
seile	Seile
und	und
Lars	Lars
baut	baut
schun	schon
eine	eine
^	
Gondel	Gondel
auf	auf
und	und
dann	dann
ist|	ist
es	es
so	so
weit	weit
Lars	Lars
lest	lässt
die	die
^	
Gondel	Gondel
los	los
!	!
Lars	Lars
sagt	sagt
:	:
"	"
Ja	Ja
,	,
es	es
funkistonirt	funktioniert
tralalalala	?tralalalala
"	"
.	.
^	
Auf|	Auf
einmal	einmal
lüst	löst
sich	sich
eine	eine
schnur	Schnur
und	und
der	der
Gondel	Gondel
^	
felt	fällt
ins	ins
fenster	Fenster
von	von
der	der
und*eren	unteren
Frau	Frau
Blauer	Blauer
^	
das	das
Fenster	Fenster
ist	ist
zerbrochen	zerbrochen
und	und
frau	Frau
Blauer	Blauer
weist	weißt
nicht	nicht
^	
was	was
passirt	passiert
ist	ist
Lea	Lea
und	und
Lars	Lars
enstuldicken	entschuldigen
sich	sich
^	
und	und
die	die
frau	Frau
war	war
sehr	sehr
nett	nett
und	und
hat	hat
^	
die	die
enstuldigung	Entschuldigung
an_genom_en	angenommen
.	.
^	
und	und
alle	alle
lepten	lebten
Glücklich	glücklich
und	und
zufriden	zufrieden
^	
Ende	Ende
