Lea	Lea
ist	ist
mit	mit
Dodo	Dodo
im	im
Buss	Bus
\h	\h
An	An
einem	einem
schönen	schönen
sonnigen	sonnigen
Tag	Tag
waren	waren
Lea	Lea
und	und
^	
Dodo	Dodo
im	im
Buss	Bus
.	.
An	An
der	der
Buss_halte_stelle	Bushaltestelle
stiegen	stiegen
^	
Lea	Lea
und	und
Dodo	Dodo
aus	aus
.	.
Lea	Lea
vergisste	~vergisste
Ihre	ihre
Tasche	Tasche
^	
plötzlich	plötzlich
schrie	schrie
der	der
Mann	Mann
und	und
sagte	sagte
:	:
"	"
Mein	Mein
^	
Kind	Kind
du	du
hast	hast
deine	deine
Tasche	Tasche
vergessen	vergessen
Lea	Lea
ging	ging
^	
wieder	wieder
zum	zum
Buss	Bus
und	und
wollte	wollte
Ihre	ihre
Tasche	Tasche
holen	holen
aber	aber
^	
sie	sie
könnte	könnte
es	es
nicht	nicht
holen	holen
.	.
Als	Als
eine	eine
Buss_^hallte_stelle	Bushaltestelle
^	
kam	kam
ging	ging
der	der
Mann	Mann
in	in
einen	einen
^	
fund_Büro	Fundbüro
und	und
gab	gab
Leas	Leas
Tasche	Tasche
ab	ab
und	und
^	
der	der
Mann	Mann
sagte	sagte
:	:
"	"
wenn	Wenn
Ihr	ihr
ein	ein
Mädchen	Mädchen
^	
kommt	kommt
mit	mit
einem	einem
Hund	Hund
gibt	gibt
Ihr	ihr
es	es
^	
und	und
sagt	sagt
das	dass
sie	sie
das	das
beim	beim
Buss	Bus
^	
vergessen	vergessen
hat	hat
.	.
Nach	Nach
einer	einer
Weile	Weile
kam	kam
^	
Lea	Lea
mit	mit
Dodo	Dodo
nach	nach
fund_Büro	Fundbüro
und	und
sagte	sagte
:	:
"	"
zu	zu
den	den
Mann	Mann
haben	haben
sie	Sie
^	
ein	ein
Tasche	Tasche
