Lea	Lea
und	und
Dodo	Dodo
\h	\h
Lea	Lea
und	und
Dodo	Dodo
steigen	steigen
zur	zur
dem	dem
Bus	Bus
.	.
^	
Lea	Lea
hat	hat
siech	sich
mit	mit
Dodo	Dodo
geredet	geredet
sie	sie
hate	hatte
^	
nicht	nicht
bemerkt	bemerkt
das	dass
seine	seine
tache	Tasche
nicht	nicht
mit	mit
^	
genomen	genommen
hat	hat
.	.
Der	Der
Bus	Bus
hat	hat
an_gehalten	angehalten
^	
Lea	Lea
und	und
Dodo	Dodo
steigten	~steigten
aus	aus
dem	dem
Bus	Bus
Dodo	Dodo
hate	hatte
^	
es	es
bemerkt	bemerkt
das	dass
Leas	Leas
tache	Tasche
dort	dort
liegt	liegt
.	.
^	
Aber	Aber
Lea	Lea
hate	hatte
emer	immer
noch	noch
nichtz	nichts
bemerkt	bemerkt
.	.
^	
Der	Der
Bus	Bus
ging	ging
weg	weg
.	.
Aber	Aber
Lea	Lea
hate	hatte
gereuche	Geräusche
^	
gehört	gehört
von	von
dem	dem
Man	Mann
.	.
Der	Der
Man	Mann
schrie	schrie
und	und
^	
schrie	schrie
und	und
Lea	Lea
rennte	~rennte
hinter	hinter
her	her
.	.
Plötzlich	Plötzlich
^	
war	war
der	der
Bus	Bus
zu	zu
schnel	schnell
.	.
Der	Der
Man	Mann
hate	hatte
das	das
^	
Rukzak	Rucksack
zu	zu
fundbüro	Fundbüro
gebracht	gebracht
.	.
Lea	Lea
hat	hat
zur	zur
Dodo	Dodo
gesagt	gesagt
wier	wir
schauen	schauen
^	
mal	mal
zum	zum
fundbiero	Fundbüro
.	.
Lea	Lea
hat	hat
gesagt	gesagt
^	
das	das
ist	ist
meine	meine
Ruzak	Rucksack
.	.
und	und
hat	hat
sich	sich
Lea	Lea
^	
beim	beim
Frau	Frau
und	und
den	den
Man	Mann
bedankt	bedankt
.	.
