Lea	Lea
und	und
ihr	ihr
verlorener	verlorener
Hund	Hund
\h	\h
Lea	Lea
hat	hat
ihren	ihren
Hund	Hund
verloren	verloren
.	.
Lea	Lea
telefphoniert	telefoniert
^	
den	den
ganzen	ganzen
Tag	Tag
.	.
Und	Und
Weint	weint
weil	weil
sie	sie
^	
ihren	ihren
Hund	Hund
verlohren	verloren
hat	hat
Aber	Aber
^	
sie	sie
findet	findet
ihren	ihren
eigenen	eigenen
Hund	Hund
nicht	nicht
.	.
^	
Plötzlich	Plötzlich
kommt	kommt
noch	noch
ein	ein
anruf	Anruf
.	.
^	
Lea	Lea
war	war
in	in
der	der
Küsche	Küche
sie	sie
rent	rennt
^	
in	in
den	den
Wohnzimmer	Wohnzimmer
und	und
geht	geht
^	
an	an
Telephon	Telefon
.	.
Ein	Ein
Junge	Junge
war	war
an	an
^	
Telephon	Telefon
.	.
Der	Der
Jung	Junge
sagte	sagte
:	:
"	"
Ist	Ist
^	
dein	dein
Hund	Hund
etwa	etwa
blond	blond
und	und
^	
heiß	heiß
Dodo	Dodo
und	und
hat	hat
blaue	blaue
^	
Augen	Augen
.	.
"	"
Lea	Lea
antwortet	antwortet
fröhlich	fröhlich
:	:
"	"
^	
Ja	Ja
das	das
ist	ist
er	er
und	und
dan	dann
kommt	kommt
^	
der	der
Junge	Junge
nach	nach
2	2
Stunden	Stunden
un	und
^	
klopfte	klopfte
an	an
der	der
Tür	Tür
.	.
Lea	Lea
machte	machte
^	
die	die
Tür	Tür
auf	auf
und	und
sieht	sieht
seinen	seinen
Hund	Hund
^	
Dodo	Dodo
.	.
Lea	Lea
bednkte	bedankte
sich	sich
und	und
^	
spingte	~springte
in	in
die	die
Luft	Luft
und	und
sagte	sagte
nochmal	nochmal
^	
danke	danke
.	.
^	
und	und
dann	dann
werden	werden
sie	sie
Freunde	Freunde
und	und
^	
Lea	Lea
lernte	lernte
den	den
Jungens	Jungens
namen	Namen
^	
er	er
heißt	heißt
Lars	Lars
Lea	Lea
fragte	fragte
Lars	Lars
ob	ob
^	
er	er
mit	mit
dem	dem
Hund	Hund
Dodo	Dodo
spatzieren	spazieren
^	
gehen	gehen
kann	kann
.	.
Lars	Lars
antwortete	antwortete
:	:
"	"
Ja	Ja
^	
gerne	gerne
komm|	komm
iich	ich
mit	mit
"	"
.	.
Und	Und
dann	dann
^	
gingen	gingen
sie	sie
glücklich	glücklich
wieder	wieder
nach	nach
^	
hause	Hause
.	.
Lars	Lars
sagte	sagte
:	:
"	"
Ich	Ich
kaufe	kaufe
^	
mir	mir
auch	auch
ein	ein
Hund	Hund
.	.
"	"
Aber	Aber
ich	ich
^	
weiß	weiß
nicht	nicht
wie	wie
ich	ich
ihn	ihn
nennen	nennen
soll	soll
.	.
^	
Und	Und
Lars	Lars
fragt	fragt
:	:
"	"
hast	Hast
du	du
einen	einen
^	
Vorschlag	Vorschlag
.	.
"	"
Lea	Lea
sagte	sagte
:	:
"	"
Ich	Ich
weiß	weiß
^	
auch	auch
nicht	nicht
irgentwan	irgendwann
hat	hat
Lars	Lars
^	
einen	einen
Hund	Hund
und	und
nennte	~nennte
ihn	ihn
Bello	Bello
^	
und	und
Lea	Lea
und	und
Lars	Lars
gehten	~gehten
zusammen	zusammen
^	
spatzieren	spazieren
.	.
Und	Und
gingen	gingen
Glücklich	glücklich
^	
nach	nach
hause	Hause
.	.
