Lea	Lea
Lars	Lars
und	und
Tom	Tom
Spielen	spielen
^	
ein	ein
Spiel	Spiel
.	.
Lars	Lars
Past	passt
nichd	nicht
auf	auf
^	
und	und
Dodo	Dodo
schlüft	schlüpft
unter	unter
denn	den
^	
Katong	Karton
.	.
Lars	Lars
will	will
sich	sich
hin_^setzen	hinsetzen
aber	aber
Dodo	Dodo
kricht	kriecht
wäg	weg
.	.
^	
Und	Und
Lars	Lars
fält	fällt
um	um
und	und
der	der
^	
turm	Turm
stürst	stürzt
ein	ein
Tom	Tom
fengt	fängt
in	ihn
^	
auf	auf
.	.
Dodo	Dodo
rügt	rückt
noch	noch
ein	ein
^	
bischen	bisschen
for	vor
und	und
Lars	Lars
fält	fällt
hin	hin
.	.
^	
Dodos	Dodos
kobf	Kopf
kugt	kuckt
aus	aus
denn	den
^	
Katong	Karton
.	.
