Lea	Lea
und	und
Lars	Lars
wollen	wollen
ein	ein
Eis	Eis
haben	haben
^	
dann	dann
haben	haben
die	die
zwei	zwei
auser	außer
Dodo	Dodo
ein	ein
^	
dickes	dickes
fettes	fettes
Eis	Eis
beckommen	bekommen
aber	aber
dann	dann
^	
ist	ist
Lea	Lea
über	über
den	den
Hund	Hund
gestolpert	gestolpert
und	und
^	
sein	sein
ganzes	ganzes
Eis	Eis
ist	ist
in	in
den	den
boden	Boden
^	
und	und
Lea	Lea
weint	weint
und	und
der	der
Hund	Hund
^	
leckt	leckt
das	das
aber	aber
dann	dann
hat	hat
Lars	Lars
ein	ein
^	
halbe	~Halbe
von	von
sein	sein
Eis	Eis
gegeben	gegeben
und	und
^	
sie	sie
laufen	laufen
weck	weg
.	.
