Dodo	Dodo
in	in
der	der
schule	Schule
.	.
\h	\h
Lars	Lars
und	und
Lea	Lea
gingen	gingen
in	in
die	die
schule	Schule
.	.
Lea	Lea
hat	hat
gesagt	gesagt
:	:
"	"
^	
Lars	Lars
guck	guck
mal	mal
wer	wer
ich	ich
hir	hier
habe	habe
:	:
"	"
O	O
mein	mein
gott	Gott
du	du
^	
hasst	hast
Dodo	Dodo
mit_genomen	mitgenommen
:	:
"	"
Ja	Ja
was	was
kann	kann
denn	denn
schon	schon
^	
passieren	passieren
.	.
"	"
Lea	Lea
und	und
Lars	Lars
und	und
Dodo	Dodo
sind	sind
in	in
die	die
schule	Schule
^	
gewessen	gewesen
.	.
Lea	Lea
musste	musste
Mathe	Mathe
machen	machen
.	.
sie	sie
hatt	hat
^	
gedacht	gedacht
gedacht	gedacht
und	und
gedacht	gedacht
.	.
Pötzlich	Plötzlich
kamm	kam
^	
ein	ein
Vogel	Vogel
vor	vor
denn	den
Fenster	Fenster
.	.
Dodo	Dodo
hatt	hat
ganzt	ganz
laut	laut
^	
geschiehen	geschrien
alle	alle
Kinder	Kinder
haben	haben
denn	den
Dodo	Dodo
gehört	gehört
.	.
^	
Und	Und
dann	dann
ist	ist
die	die
Leharen	Lehrerin
gekommen	gekommen
und	und
hatt	hat
^	
gesagt	gesagt
:	:
"	"
Wer	Wer
ist	ist
das	das
denn	denn
:	:
"	"
Lea	Lea
antwortete	antwortete
:	:
"	"
^	
Das	Das
ist	ist
mein	mein
Hund	Hund
dodo	Dodo
.	.
"	"
Der	Der
ist	ist
aber	aber
echt	echt
süß	süß
:	:
"	"
^	
Danke	Danke
!	!
"	"
The	The
End	End
