Lars	Lars
wirft	wirft
ein	ein
seil	Seil
und	und
Lea	Lea
fengt	fängt
das	das
seil	Seil
.	.
^	
Da	Da
ruft	ruft
Lea	Lea
ich	ich
habe	habe
das	das
seil	Seil
gefangen	gefangen
.	.
^	
Lea	Lea
befestigt	befestigt
das	das
seil	Seil
und	und
Lars	Lars
mach	mach
^	
das	das
gondel	Gondel
dran	dran
.	.
^	
Lea	Lea
schob	schob
das	das
gondel	Gondel
leicht	leicht
.	.
^	
Lars	Lars
kugt	kuckt
wie	wie
sie	sie
das	das
macht	macht
.	.
^	
Das	Das
gonde	Gondel
fahrt	fahrt
ganz	ganz
langsam	langsam
.	.
^	
Der	Der
tedyber	Teddybär
kukt	kuckt
aus	aus
der	der
gondel	Gondel
^	
zur	zur
Lea	Lea
und	und
zur	zur
Lars	Lars
.	.
^	
Lea	Lea
und	und
Lars	Lars
erschreckten	erschreckten
sich	sich
^	
Das	Das
fenster	Fenster
ist	ist
kaput	kaputt
und	und
der	der
^	
gonde	Gondel
der	der
gonde	Gondel
und	und
tedyber	Teddybär
^	
sind	sind
runta_gefahlen	runtergefallen
.	.
^	
Die	Die
frau	Frau
kugt	kuckt
so	so
wer	wer
war	war
das	das
^	
den	den
die	die
frau	Frau
simpft	schimpft
mit	mit
lea	Lea
^	
und	und
Lars	Lars
.	.
^	
Die	Die
Kugt	kuckt
nach	nach
oben	oben
.	.
