Lars	Lars
und	und
Lea	Lea
sind	sind
bei	bei
einen	einen
Eistand	Eisstand
^	
und	und
suchen	suchen
sich	sich
eine	eine
Eissorte	Eissorte
aus	aus
.	.
^	
Spater	Später
nach	nach
hause	Hause
und	und
Dodo	Dodo
fängt	fängt
^	
die	die
Eistropfen	Eistropfen
auf	auf
.	.
Und|	Und
dan	dann
fellt	fällt
Lea	Lea
^	
über	über
Dodo	Dodo
und	und
das	das
Eis	Eis
fellt	fällt
runter	runter
.	.
^	
Dodo	Dodo
lekt	leckt
das	das
Eis	Eis
fom	vom
Boden	Boden
und	und
^	
Lea	Lea
weint	weint
.	.
Lars	Lars
gibt	gibt
Lea	Lea
eine	eine
Eisorte	Eissorte
^	
ab	ab
.	.
Lars	Lars
und	und
Lea	Lea
und	und
Dod	Dodo
leken	lecken
das	das
^	
Eis	Eis
.	.
