Der	Der
geplazte	geplatzte
Beutel	Beutel
\h	\h
Lars	Lars
war	war
eines	eines
tages	Tages
^	
am	am
staubsaugen	Staubsaugen
.	.
Dodo	Dodo
sa	sah
^	
seine	seine
Lekerlis	Leckerlis
die	die
^	
Lars	Lars
^	
aufgesaugt	aufgesaugt
hat	hat
.	.
^	
Nun	Nun
^	
hat	hat
Lars	Lars
gekugt	gekuckt
ob	ob
^	
der	der
Beutel	Beutel
foll	voll
war	war
^	
und	und
er	er
war	war
auch	auch
^	
foll	voll
.	.
Lars	Lars
war	war
auf	auf
^	
dem	dem
weg	Weg
den	den
Beutel	Beutel
^	
aus_zu_lern	auszuleeren
.	.
Doch	Doch
^	
plözlich	plötzlich
schnapte	schnappte
^	
sich	sich
Dodo	Dodo
den	den
^	
Beutel	Beutel
.	.
Da	Da
plazte	platzte
der	der
^	
Beutel	Beutel
auseinander	auseinander
.	.
