Dodo	Dodo
ist	ist
weg	weg
\h	\h
Lea	Lea
klebt	klebt
von	von
Dodo	Dodo
^	
Plagate	Plakate
auf	auf
weil|	weil
er	er
weg	weg
ist	ist
.	.
^	
Dann	Dann
geht	geht
sie	sie
wider	wieder
nach	nach
^	
Hause	Hause
.	.
Sie	Sie
wartet	wartet
und	und
wartet	wartet
,	,
^	
aber	aber
niemand	niemand
ruft	ruft
an	an
!	!
^	
Doch	Doch
dan	dann
,	,
ruft	ruft
Lars	Lars
an	an
!	!
^	
Er	Er
sagt	sagt
das	dass
er	er
Dodo	Dodo
^	
gefunden	gefunden
hat	hat
.	.
Lea	Lea
läst	lässt
^	
fohr	vor
freude	Freude
den	den
Schdift	Stift
^	
falehn	fallen
.	.
Dann	Dann
klingelt	klingelt
es	es
auch	auch
^	
schon	schon
Lars	Lars
schded	steht
fohr	vor
^	
der	der
Tür	Tür
mit	mit
Dodo	Dodo
und	und
^	
einen	einen
Loli	Lolli
!	!
Lea	Lea
macht	macht
^	
die	die
Tür	Tür
auf	auf
.	.
Dodo	Dodo
grigt	kriegt
^	
sein	sein
Essen	Essen
.	.
Dann	Dann
schengt	schenkt
^	
Lars	Lars
Lea	Lea
den	den
Loli	Lolli
.	.
^	
Da	Da
ist	ist
Lea	Lea
wider	wieder
glücklic	glücklich
.	.
