Der	Der
Hund	Hund
in	in
der	der
Jacke	Jacke
\h	\h
Eines	Eines
Morgens	Morgens
wartete	wartete
Lea	Lea
auf	auf
Lars	Lars
.	.
Lars	Lars
ist	ist
dan	dann
gekommen	gekommen
.	.
^	
Sie	Sie
haben	haben
sich	sich
begrüst	begrüßt
und	und
umarmt	umarmt
.	.
Dan	Dann
gehen	gehen
die	die
zusammen	zusammen
zu	zu
^	
Schule	Schule
.	.
Der	Der
Lars	Lars
bemerkte	bemerkte
.	.
Das	dass
Lea	Lea
was	was
in	in
die	die
Jake	Jacke
hat	hat
.	.
Das	Das
ist	ist
Ja	ja
^	
Dodo	Dodo
sagt	sagt
Lars	Lars
.	.
bitte	bitte
sag	sag
das	das
die	die
Lerhrerin	Lehrerin
nicht	nicht
.	.
OK	OK
,	,
ich	ich
sag	sag
das	das
nicht	nicht
.	.
^	
Dan	Dann
gehen	gehen
wir	wir
mal	mal
.	.
Lea	Lea
und	und
Lars	Lars
reden	reden
sie	sie
reden	reden
über	über
den	den
Mahtetest	Mathetest
.	.
Lea	Lea
^	
rechnet	rechnet
und	und
Dodo	Dodo
rennt	rennt
weg	weg
.	.
Er	Er
geht	geht
zum	zum
fenster	Fenster
und	und
belt	bellt
.	.
Er	Er
belt	bellt
^	
sehr	sehr
Laut	laut
und	und
schreit	schreit
.	.
Das	Das
hört	hört
natürlich	natürlich
die	die
Lehrerin	Lehrerin
und	und
^	
kommt	kommt
.	.
Sie	Sie
ist	ist
aber	aber
nich	nicht
böse	böse
sie	sie
ist	ist
froh	froh
.	.
und	und
Lea	Lea
ist	ist
^	
erstaunt	erstaunt
.	.
Das	dass
ihre	ihre
Lehrerin	Lehrerin
nicht	nicht
sauer	sauer
ist	ist
.	.
Das	Das
ist	ist
Ja	ja
gut	gut
^	
gegangen	gegangen
.	.
