Lea	Lea
Lars	Lars
und	und
Ben	Ben
^	
bauten	bauten
einen	einen
Turm	Turm
.	.
Und	Und
Dodo	Dodo
^	
stekte	steckte
seine	seine
Linke	linke
Pfote	Pfote
in	in
ein	ein
^	
rotes	rotes
Kartong	Karton
.	.
Dodo	Dodo
stekte	steckte
sein	sein
^	
ganzes	ganzes
Korper	Körper
rein	rein
.	.
Doch	Doch
Lars	Lars
wollte	wollte
^	
nicht	nicht
mer	mehr
stehen	stehen
und	und
setzte	setzte
^	
sich	sich
auf	auf
das	das
rote	rote
Kartong	Karton
woh	wo
^	
Dodo	Dodo
drinen	drinnen
war	war
.	.
Aber	Aber
später	später
^	
wakelte	wackelte
das	das
Kartong	Karton
und	und
der	der
^	
Turm	Turm
Krachte	krachte
ein	ein
.	.
Und	Und
Lars	Lars
^	
Plumste	plumpste
!	!
auf	auf
den	den
Boden	Boden
.	.
Und	Und
sie	sie
^	
haben	haben
sich	sich
gewundert	gewundert
warum	warum
^	
Lars	Lars
runter	runter
geffalen	gefallen
ist	ist
.	.
Doch	Doch
^	
Plöztlich	plötzlich
!	!
kam	kam
Dodo	Dodo
raus	raus
und	und
^	
alle	alle
lachten	lachten
.	.
The	The
End	End
!	!
