Dodo	Dodo
leuft	läuft
weg	weg
.	.
\h	\h
An	An
einem	einem
schönen	schönen
Sommer_Tag	Sommertag
^	
gingen	gingen
Lars	Lars
Lea	Lea
und	und
Dodo	Dodo
im	im
^	
Park	Park
spatziren	spazieren
.	.
Aber	Aber
Dodo	Dodo
zit	zieht
^	
so	so
an	an
der	der
leine	Leine
das	dass
Lars	Lars
die	die
^	
Leine	Leine
aus	aus
der	der
Hand	Hand
flutst	flutscht
.	.
^	
Lea	Lea
sagt	sagt
:	:
Dodo	Dodo
bleib	bleib
hir	hier
.	.
^	
Und	Und
weinte	weinte
.	.
Lars	Lars
sagte	sagte
hinterher	hinterher
.	.
^	
Da	Da
da	da
ist	ist
Dodo	Dodo
er	er
leuf	läuft
so	so
^	
hinter	hinter
einem	einem
Froch	Frosch
her	her
sagte	sagte
^	
Lea	Lea
lachend	lachend
.	.
Da	Da
der	der
Froch	Frosch
^	
spingt	springt
uber	über
eine	eine
Mauer	Mauer
.	.
Lea	Lea
^	
sagte	sagte
und	und
Dodo	Dodo
springt	springt
hinteher	hinterher
.	.
^	
Platsch	Platsch
fil	fiel
Dodo	Dodo
in	in
den	den
Teich	Teich
.	.
^	
Lea	Lea
und	und
Lars	Lars
sagten	sagten
hihi	hihi
^	
jetzt	jetzt
mus	muss
Dodo	Dodo
nicht|	nicht
mer	mehr
^	
Baden	baden
.	.
^	
Ende	Ende
