Dodo|	Dodo
ist	ist
weck	weg
\h	\h
Lea	Lea
henkt	hängt
Plockate|	Plakate
von	von
Dodo	Dodo
auf	auf
weil	weil
Dodo	Dodo
^	
ist	ist
weck	weg
.	.
^	
Danach	Danach
get	geht
Lea	Lea
nach	nach
Hause|	Hause
sie	sie
watete	wartete
^	
weil	weil
sie	sie
Dodo	Dodo
fermist	vermisst
und	und
weint	weint
.	.
^	
Da|	Da
ruft	ruft
Lars	Lars
an	an
Dodo	Dodo
belt	bellt
ins	ins
^	
Telefon	Telefon
.	.
^	
Da	Da
war	war
sie	sie
glücklich	glücklich
weil	weil
Dodo|	Dodo
nicht	nicht
^	
ferschwunden	verschwunden
ist	ist
.	.
^	
Lars	Lars
Klingelte	klingelte
Lea	Lea
traut	traut
seinem	seinem
^	
Augen	Augen
nicht	nicht
da	da
war	war
Dodo	Dodo
Kugte	kuckte
sie	sie
^	
vom	vom
Fenster	Fenster
.	.
^	
Lea	Lea
und	und
Lars	Lars
um_armten	umarmten
sich	sich
zu	zu
trost	Trost
^	
Lea	Lea
krigt	kriegt
von	von
Lars	Lars
ein	ein
LoLi	Lolli
Lars	Lars
sagt	sagt
zu	zu
^	
Dodo	Dodo
nein	nein
nein	nein
nicht|	nicht
sonzt	sonst
haus|	haust
du|	du
schon	schon
^	
wieder	wieder
ap	ab
.	.
