Der	Der
erschrockene	erschrockene
Tag	Tag
mit	mit
Tedy	Teddy
\h	\h
Eines	Eines
Morgens	Morgens
guckte	guckte
Lars	Lars
aus	aus
den	den
^	
Fenster	Fenster
und	und
da	da
war	war
Lea	Lea
.	.
Danach	Danach
hat	hat
^	
Lars	Lars
gesag	gesagt
fang	fang
den	den
seil	Seil
Lea	Lea
^	
dann	dann
wirf	wirf
er	er
den	den
Seil	Seil
und	und
Lea	Lea
^	
helt	hält
den	den
Arm	Arm
hoch	hoch
.	.
Auf	Auf
den	den
^	
zweiten	zweiten
Bild	Bild
seh	seh
ich	ich
das	dass
sie	sie
den	den
^	
Seil	Seil
gefangen	gefangen
hat	hat
.	.
Und	Und
Lars	Lars
war	war
^	
enteuscht	enttäuscht
das	dass
es	es
Lea	Lea
den	den
Seil	Seil
^	
gefangen	gefangen
hat	hat
.	.
Danach	Danach
rolt	rollt
Lars	Lars
den	den
^	
Kiste	Kiste
.	.
Und	Und
Lea	Lea
klebt	klebt
den	den
Seil	Seil
^	
auf	auf
den	den
Fensterrahmen	Fensterrahmen
.	.
Dann	Dann
spielten	spielten
^	
Lea	Lea
und	und
Lars	Lars
.	.
Lea	Lea
sagte	sagte
Der	Der
Tedy	Teddy
^	
felt	fällt
gleich	gleich
um	um
.	.
Lars	Lars
sagte	sagte
aber	aber
^	
das	das
macht	macht
sehr	sehr
spaß	Spaß
!!!	!!!
Aber	Aber
der	der
^	
Kiste	Kiste
wackelt	wackelt
sehr	sehr
Lars	Lars
sagte	sagte
^	
oow	ooh
der	der
Seil	Seil
ist	ist
gerissen	gerissen
sagte	sagte
^	
sie	sie
da	da
das	das
hab	hab
ich	ich
gehsen	gesehen
sagte	sagte
^	
Lars	Lars
.	.
Lea	Lea
war	war
seh	sehr
auf	auf
der	der
schock	Schock
^	
Und	Und
Lars	Lars
wach	war
auch	auch
auf	auf
der	der
sch-^ock	Schock
.	.
Und	Und
auf|	auf
eimal	einmal
war	war
der	der
Fenster	Fenster
^	
kaput	kaputt
weil	weil
der	der
Kiste	Kiste
zu	zu
Fenster	Fenster
^	
gekommen	gekommen
ist	ist
der	der
Tedy	Teddy
ist	ist
runter_^gefallen	runtergefallen
die	die
Seiben	Scheiben
warn	waren
kaput	kaputt
.	.
Am	Am
^	
schluss	Schluss
ist	ist
der	der
Nachberin	Nachbarin
ist	ist
gekommen	gekommen
^	
und	und
war	war
sehr	sehr
traurig	traurig
und	und
kratzt	kratzt
^	
den	den
Kopf	Kopf
und	und
zum	zum
glück	Glück
ist	ist
der	der
^	
der	der
Tedy_Bär	Teddybär
ist	ist
auf	auf
dem	dem
Fenster_^Bank	Fensterbank
gekommen	gekommen
.	.
