Der	Der
kaputte	kaputte
Beutel	Beutel
\h	\h
An	An
einem	einem
schonen	schönen
Tag	Tag
^	
im	im
Haus	Haus
wollte	wollte
Lars	Lars
saugen	saugen
.	.
^	
Dodo	Dodo
lag	lag
nur	nur
in	in
der	der
^	
Ecke	Ecke
und	und
schlief	schlief
.	.
Als	Als
Dodo	Dodo
^	
sah	sah
das	dass
Lars	Lars
seine	seine
Knochen-^leckerlis	Knochenleckerlis
wegsaugte	wegsaugte
bellte	bellte
er	er
:	:
^	
"	"
Hei	?Hei
das	das
ist	ist
doch	doch
mein	mein
^	
Fressen	Fressen
!	!
"	"
Aber	Aber
Lars	Lars
verstand	verstand
^	
ihn	ihn
nicht	nicht
weil	weil
der	der
Staubsauger	Staubsauger
^	
war	war
zu	zu
laut	laut
.	.
Er	Er
sagte	sagte
:	:
"	"
Ich	Ich
^	
verstehe	verstehe
dich	dich
nicht	nicht
.	.
"	"
Als	Als
Lars	Lars
^	
endlich	endlich
fertig	fertig
war	war
wollte	wollte
er	er
^	
den	den
Staubsaugerbeutel	Staubsaugerbeutel
^	
auslehren	ausleeren
.	.
Aber	Aber
Dodo	Dodo
wollte	wollte
^	
ihn	ihn
daran	daran
hindern	hindern
.	.
