Lars	Lars
Lea	Lea
und	und
Dodo	Dodo
\h	\h
Lars	Lars
Lea	Lea
und	und
Dodo	Dodo
gen	gehen
spatzieren	spazieren
.	.
^	
Und	Und
Lars	Lars
Lea	Lea
und	und
Dodo	Dodo
wolten	wollten
ein	ein
eis	Eis
holen	holen
.	.
^	
Lars	Lars
holte	holte
sich	sich
zwei	zwei
kugeln	Kugeln
das	das
erste	erste
war	war
^	
Vanille	Vanille
und	und
das	das
andere	andere
war	war
Schokolade_^eis	Schokoladeneis
.	.
Und	Und
Lea	Lea
holte	holte
sich	sich
auch	auch
zwei	zwei
kugeln	Kugeln
^	
Leas	Leas
erste	erste
kugel	Kugel
war	war
apfel	Apfel
und	und
erdbere	Erdbeere
.	.
^	
Lea	Lea
Lars	Lars
und	und
Dodo	Dodo
gangen	~gangen
^	
und	und
Dodo	Dodo
wolte	wollte
auch|	auch
ein	ein
eis	Eis
^	
und	und
for	vor
Lea	Lea
stande	~stande
Dodo	Dodo
Lea	Lea
ist	ist
ge_^stolpat	gestolpert
.	.
Lea	Lea
weinte	weinte
Lars	Lars
helfte	~helfte
Lea	Lea
auf_zu_^sten	aufzustehen
.	.
und	und
Lea	Lea
hate	hatte
kein	kein
eis	Eis
mer	mehr
und	und
Lars	Lars
^	
giepte	~giebte
was	was
fon	von
sein	sein
eis	Eis
ap	ab
.	.
Und	Und
Dodo	Dodo
^	
Lekte	leckte
das	das
eis	Eis
von	von
boden	Boden
ap	ab
und	und
Lars	Lars
^	
und	und
Lea	Lea
giengen	gingen
.	.
