An	An
einen	einen
sonnigen	sonnigen
tag	Tag
^	
wollte	wollte
Lea	Lea
von	von
Lars	Lars
ihr	ihr
teddy	Teddy
abholen	abholen
^	
gehen	gehen
.	.
aber	aber
dann	dann
war	war
Lars	Lars
am	am
Fenster	Fenster
und	und
warf	warf
^	
Lea	Lea
ein	ein
Seil	Seil
und	und
Befestigte	befestigte
das	das
Seil	Seil
^	
Lars	Lars
nachte	machte
die	die
Gondel	Gondel
dran	dran
und	und
den	den
teddy	Teddy
^	
rein	rein
der	der
teddy	Teddy
kommte	~kommte
immer	immer
^	
näher	näher
aber|	aber
dann	dann
wackelte	wackelte
die	die
Gondel	Gondel
^	
die	die
Gondel	Gondel
stoste	~stoßte
an	an
einen	einen
Fenster	Fenster
^	
der	der
nachbar_schaft	Nachbarschaft
das	das
Fenster	Fenster
ist	ist
^	
kaputt	kaputt
der	der
teddy	Teddy
fiel	fiel
auf	auf
die	die
Fenster-^bank	Fensterbank
eine	eine
Frau	Frau
guckte	guckte
aus	aus
dem	dem
^	
Fenster	Fenster
raus	raus
und	und
schaute	schaute
oh	oh
nein	nein
^	
nicht	nicht
schon	schon
wieder	wieder
.	.
