Lea	Lea
und	und
Lars	Lars
gen	gehen
gaßi	Gassi
,	,
^	
Auf	Auf
einmal	einmal
rent	rennt
Dodo	Dodo
und	und
Belt	bellt
.	.
und	und
dann	dann
.	.
^	
bazierz	passierts
Die	Die
Leine	Leine
ist	ist
von	von
Lars	Lars
hin	hin
gerutcht	gerutscht
^	
Douo	Dodo
Folgt	folgt
einen	einen
Forosch	Frosch
hinter	hinter
her	her
.	.
Lea	Lea
^	
und	und
Lars	Lars
rennen	rennen
und	und
rennen	rennen
aber	aber
Dodo	Dodo
^	
will	will
den	den
Frosch	Frosch
haben	haben
.	.
Dodo	Dodo
springt	springt
^	
von	von
der	der
mauer	Mauer
.	.
und	und
dan	dann
ist	ist
Dodo	Dodo
^	
plidch_nass	pitschnass
,	,
und	und
Lea	Lea
und	und
Lars	Lars
sin	sind
Fro	froh
munter	munter
