Lea	Lea
sitzt	sitzt
mit	mit
ihrem	ihrem
Hund	Hund
Dodo	Dodo
im	im
Bus	Bus
.	.
^	
Sie	Sie
kuckt	kuckt
aus	aus
dem	dem
Bus_Fenster	Busfenster
.	.
^	
Ein	Ein
mehrkwürdiges	merkwürdiges
man	Mann
sitzt	sitzt
vor	vor
Lea	Lea
.	.
^	
Dodo	Dodo
sieht	sieht
ängstlich	ängstlich
aus	aus
.	.
Der	Der
Hund	Hund
liegt	liegt
auf	auf
den	den
^	
Boden	Boden
und	und
streck	streck
seine	seine
Krallen	Krallen
raus	raus
.	.
^	
Das	Das
Bus	Bus
hält	hält
an	an
.	.
Sie	Sie
geht	geht
mit	mit
Dodo	Dodo
raus	raus
aus	aus
^	
den	den
Bus	Bus
.	.
^	
Lea	Lea
merkt	merkt
nicht	nicht
das	dass
sie	sie
ihre	ihre
Tasche	Tasche
vergesen	vergessen
hat	hat
.	.
^	
Dodo	Dodo
bellt	bellt
.	.
Dodo	Dodo
hat	hat
ein	ein
schlechtes	schlechtes
gefül	Gefühl
.	.
^	
Der	Der
Hund	Hund
wiel	will
nicht	nicht
von	von
den	den
Bus	Bus
raus	raus
.	.
^	
Als	Als
das	das
Bus	Bus
wegfahrt	wegfahrt
dahte	dachte
Lea	Lea
?	?
Oh	Oh
nein	nein
ich	ich
^	
habe	habe
meine	meine
Rucksack	Rucksack
im	im
Bus	Bus
vergesen	vergessen
.	.
^	
Der	Der
merkwurdige	merkwürdige
man	Mann
schreit	schreit
aus	aus
dem	dem
Fenster	Fenster
?	?
^	
Du	Du
hast	hast
deine	deine
Rucksack	Rucksack
vergesen	vergessen
.	.
^	
Dodo	Dodo
reckt	reckt
sich	sich
auf	auf
.	.
^	
sie	sie
sagt	sagt
?	?
was	was
soll	soll
ich	ich
machen	machen
.	.
^	
Lea	Lea
rennt	rennt
Dodo	Dodo
rennt	rennt
das	dass
sie	sie
nicht	nicht
mehr	mehr
das	das
^	
seil	Seil
halten	halten
kann	kann
.	.
Dodo	Dodo
bellt	bellt
,	,
bellt	bellt
und	und
bellt	bellt
.	.
^	
Der	Der
mehrkwürdige	merkwürdige
mann	Mann
zeigt	zeigt
ihre	ihre
Tasche	Tasche
er	er
meint	meint
das	dass
sie	sie
^	
rennen	rennen
soll	soll
soviel	soviel
sie	sie
kann	kann
.	.
^	
Der	Der
mann	Mann
geht	geht
in	in
die	die
Fundbüro	Fundbüro
und	und
gibt	gibt
die	die
^	
Tasche	Tasche
von	von
Lea	Lea
ab	ab
.	.
