Lea	Lea
und	und
Lars	Lars
gehen	gehen
^	
spasieren	spazieren
mit	mit
Dobo	Dodo
.	.
Lars	Lars
kann	kann
^	
nicht	nicht
mehr	mehr
Dodo	Dodo
fest	fest
halten	halten
.	.
^	
Dodo	Dodo
sieht	sieht
ein	ein
frosch	Frosch
Dodo	Dodo
rennd	rennt
^	
den	den
frosch	Frosch
hinter	hinter
.	.
Dodo	Dodo
rennt	rennt
in	ihn
^	
noch	noch
immer	immer
hinter	hinter
er	er
last	lasst
^	
sich	sich
nicht	nicht
ergan	ärgern
.	.
Dodo	Dodo
Schpringt	springt
^	
auf	auf
eine	eine
mauer	Mauer
Weil	weil
der	der
frosch	Frosch
^	
da_hin	dahin
springt	springt
.	.
Dodo	Dodo
ist	ist
in	in
^	
wasser	Wasser
gesprungen	gesprungen
weil	weil
der	der
frosch	Frosch
^	
dar_hin	dahin
gesprungen	gesprungen
.	.
