Die	Die
drei	drei
Freunde	Freunde
bauen	bauen
einen	einen
Turm	Turm
\h	\h
An	An
einen	einen
schönen	schönen
Sommermorgen	Sommermorgen
^	
traffen	trafen
sich	sich
die	die
drei	drei
Freunde	Freunde
:	:
Chris	Chris
,	,
Lars	Lars
^	
und	und
Lea	Lea
.	.
Sie	Sie
hatten	hatten
sich	sich
bei	bei
Lea	Lea
und	und
^	
Dodo	Dodo
ihren	ihren
Hund	Hund
verabredet	verabredet
.	.
Sie	Sie
hatten	hatten
^	
sich	sich
fest	fest
vorgenommen	vorgenommen
einen	einen
sehr	sehr
^	
hohen	hohen
Turm	Turm
aus	aus
ihren	ihren
Bausteinen	Bausteinen
zu	zu
^	
bauen	bauen
.	.
Lea	Lea
hatte	hatte
schon	schon
aus	aus
4	4
alten	alten
^	
Kartons	Kartons
3	3
Stühle	Stühle
und	und
einen	einen
Tisch	Tisch
^	
gebaut	gebaut
.	.
Dann	Dann
Endlich	endlich
klingelte	klingelte
es	es
.	.
Es	Es
waren	waren
^	
Chris	Chris
und	und
Lars	Lars
.	.
Lea	Lea
sagte	sagte
:	:
kommt	Kommt
nur	nur
^	
herrein	herein
ich	ich
habe	habe
schon	schon
alles	alles
vorbereitet	vorbereitet
"	"
.	.
^	
Sie	Sie
gingen	gingen
in	in
Leas	Leas
Zimmer	Zimmer
herrein	herein
.	.
^	
Dann	Dann
setzten	setzten
sie	sie
sich	sich
auf	auf
die	die
Papkartons	Pappkartons
.	.
^	
und	und
fingen	fingen
an	an
zu	zu
bauen	bauen
.	.
Nach	Nach
etwa	etwa
^	
20	20
minuten	Minuten
waren	waren
sie	sie
schon	schon
fast	fast
fertig	fertig
.	.
^	
Dann	Dann
sagte	sagte
Lars	Lars
:	:
"	"
ich	Ich
gehe	gehe
mal	mal
auf	auf
die	die
^	
andere	andere
Seite	Seite
des	des
Turmes	Turmes
"	"
.	.
"	"
Ok	Ok
"	"
sagten	sagten
die	die
^	
beiden	beiden
Freunde	Freunde
.	.
Sie	Sie
bemerkten	bemerkten
nicht	nicht
das	dass
^	
sich	sich
Dodo	Dodo
herrein	herein
schliech	schlich
.	.
^	
er	er
krabelte	krabbelte
unter	unter
Lars	Lars
Karton	Karton
.	.
Und	Und
^	
versteckte	versteckte
sich	sich
unter	unter
den	den
Karton	Karton
.	.
Als	Als
^	
Lars	Lars
zürck	zurück
kam	kam
und	und
sich	sich
auf	auf
den	den
Karton	Karton
^	
setzte	setzte
schob	schob
Dodo	Dodo
denn	den
Karton	Karton
von	von
^	
Lars	Lars
weg	weg
.	.
Und	Und
Lars	Lars
plumste	plumpste
auf	auf
den	den
^	
Boden	Boden
.	.
Dabei	Dabei
riss	riss
er	er
den	den
Turm	Turm
mit	mit
seiner	seiner
^	
Hand	Hand
um	um
.	.
Alle	Alle
schauten	schauten
entsetzt	entsetzt
auf	auf
^	
den	den
Karton	Karton
.	.
Chris	Chris
fragte	fragte
sich	sich
ängstlich	ängstlich
:	:
^	
"	"
was	Was
ist	ist
da	da
woll	wohl
drunter	drunter
"	"
Plötzlich	Plötzlich
^	
soss	schoss
Dodo	Dodo
wie	wie
der	der
Blitzt	Blitz
unter	unter
den	den
^	
Karton	Karton
herfor	hervor
.	.
Dann	Dann
Lachten	lachten
alle	alle
^	
ach	ach
Dodo	Dodo
du	du
kleiner	kleiner
Lümmel	Lümmel
du	du
warst	warst
^	
das	das
also	also
und	und
alle	alle
Lachten	lachten
.	.
