Lea	Lea
und	und
Lars	Lars
und	und
Dodo	Dodo
gehen	gehen
^	
spatziren	spazieren
und	und
Dodo	Dodo
leuft	läuft
ganz	ganz
^	
schnel	schnell
das	dass
Lars	Lars
keine	keine
kraft	Kraft
^	
mer	mehr
hate	hatte
das	dass
er	er
es	es
los_gelasen	losgelassen
hat	hat
.	.
^	
dan	Dann
ist	ist
Dodo	Dodo
weggerant	weggerannt
und	und
ist	ist
einem	einem
^	
Frosch	Frosch
hinter	hinter
gerant	gerannt
und	und
dan	dann
ist	ist
^	
der	der
Frosch	Frosch
über	über
die	die
mauer	Mauer
geschbrungen	gesprungen
^	
und	und
Dodo	Dodo
ist	ist
hinter	hinter
her	her
geschbrungen	gesprungen
^	
dan	dann
ist	ist
Dodo	Dodo
ins	ins
Wasser	Wasser
gefalen	gefallen
und	und
^	
Lea	Lea
und	und
Lars	Lars
haben	haben
Dodo	Dodo
ausgelach	ausgelacht
^	
und	und
Dodo	Dodo
war	war
ganz	ganz
nas	nass
und	und
traurich	traurig
.	.
