Lars	Lars
und	und
Lea	Lea
und	und
jeims|	James
pond	Bond
haben	haben
^	
einen	einen
turm	Turm
gebat	gebaut
und	und
da	da
hat	hat
sich	sich
^	
Dodo	Dodo
unter	unter
den	den
Kartong	Karton
fersteckt	versteckt
und	und
^	
da	da
hat	hat
sich	sich
lars	Lars
hingesezt	hingesetzt
und	und
da	da
hat	hat
^	
Dodo	Dodo
sich	sich
bewegt	bewegt
und	und
dan	dann
ist	ist
der	der
turm	Turm
^	
um_gefalen	umgefallen
und	und
si	sie
haben	haben
sich	sich
gewunderd	gewundert
^	
wer	wer
dar	da
unter	unter
den	den
Kartong	Karton
Kricht	kriecht
^	
und	und
dan	dann
haten	hatten
si	sie
sich	sich
nicht	nicht
mer	mehr
^	
gewundert	gewundert
wer	wer
dar	da
unter	unter
den	den
Kartong	Karton
^	
war	war
es	es
war	war
Dodo	Dodo
.	.
