Das	Das
zebrochene	zerbrochene
Fenster	Fenster
\h	\h
An	An
einem	einem
schönen	schönen
sonnigen	sonnigen
Tag	Tag
ging	ging
Lea	Lea
^	
zu	zu
Lars	Lars
und	und
wohlte	wollte
sein	sein
Teddy	Teddy
holen	holen
.	.
^	
Auf	Auf
einmal	einmal
sah	sah
Lars	Lars
Lea	Lea
und	und
warf	warf
nach	nach
^	
unten	unten
ein	ein
seil	Seil
Lars	Lars
brachte	brachte
ein	ein
kondel	Gondel
^	
und	und
befestigte	befestigte
die	die
kondel	Gondel
an	an
das	das
Seil	Seil
^	
und	und
legte	legte
auf	auf
die	die
kondel	Gondel
Lears	Leas
Teddy	Teddy
.	.
^	
Lars	Lars
schob	schob
die	die
kondel	Gondel
zu	zu
Lea	Lea
plötzlich	plötzlich
^	
flog	flog
die	die
Kondel	Gondel
in	in
das	das
nachbar	Nachbar
Fenster	Fenster
^	
außerdem	außerdem
flog	flog
das	das
Teddy	Teddy
auf	auf
das	das
Fensterbank	Fensterbank
da	da
kam	kam
das	das
nachbar	Nachbar
^	
und	und
staunte	staunte
.	.
