Lea	Lea
Lars	Lars
und	und
Dodo	Dodo
\h	\h
Lars	Lars
und	und
Lea	Lea
gehen	gehen
mit	mit
Dodo	Dodo
Spaziren	spazieren
.	.
^	
Dodo	Dodo
rennt	rennt
schnell	schnell
.	.
^	
Lars	Lars
hat	hat
die	die
Leine	Leine
loss_gelassen	losgelassen
weil	weil
Dodo	Dodo
^	
gerennt	~gerennt
hat	hat
.	.
Dodo	Dodo
sucht	sucht
was	was
Er	Er
sucht	sucht
ein	ein
Frosch	Frosch
.	.
^	
Der	Der
Frosch	Frosch
hüpft	hüpft
weg	weg
.	.
^	
Dodo	Dodo
rennt	rennt
hinterher	hinterher
.	.
^	
Der	Der
Frosch	Frosch
hüpft	hüpft
in	in
der	der
Mauer	Mauer
.	.
^	
Dodo	Dodo
springt	springt
auch	auch
in	in
der	der
Mauer	Mauer
.	.
^	
Der	Der
Frosch	Frosch
ist	ist
in	in
Wasser	Wasser
und	und
Dodo	Dodo
ist	ist
nass	nass
.	.
^	
Lea	Lea
und	und
Lars	Lars
lachen	lachen
weil	weil
es	es
schön	schön
ist	ist
.	.
