Der	Der
Lars	Lars
und	und
die	die
Lea	Lea
und	und
der	der
Dodo	Dodo
^	
und	und
ein	ein
Freund	Freund
bauen	bauen
Burg	Burg
und	und
^	
sie	sie
zietzen	sitzen
sich	sich
auf	auf
Katongs	Kartons
.	.
^	
Der	Der
Dodo	Dodo
versteckt	versteckt
sich	sich
unter	unter
^	
eine	eine
Kantong	Karton
und	und
der	der
Lars	Lars
und	und
^	
die	die
Lea	Lea
und	und
ihre	ihre
Freund	Freund
haben	haben
^	
fast	fast
die	die
Burg	Burg
Fertig	fertig
gebaut	gebaut
.	.
^	
Die	Die
Lea	Lea
und	und
der	der
Lars	Lars
und	und
der	der
^	
Freund	Freund
waren	waren
Fertig	fertig
und	und
der	der
^	
Lars	Lars
wollte	wollte
sich	sich
hinsezen	hinsetzen
.	.
^	
Der	Der
Lars	Lars
fiell	fiel
runter	runter
weill	weil
^	
Dodo	Dodo
wieder	wieder
raus	raus
wollte	wollte
von	von
^	
den	den
Kiste	Kiste
und	und
die	die
Lea	Lea
haltete	~haltete
^	
den	den
Lars	Lars
fest	fest
und	und
der	der
Freund	Freund
^	
haltete	~haltete
die	die
Burg	Burg
fest	fest
.	.
^	
Und	Und
die	die
Burg	Burg
war	war
Jetzt	jetzt
^	
Kaput	kaputt
alle	alle
Haben	haben
sich	sich
erschroken	erschrocken
^	
und	und
der	der
Lars	Lars
ist	ist
runter	runter
geffalen	gefallen
.	.
^	
Und	Und
am	am
ende	Ende
waren	waren
alle	alle
^	
wieder	wieder
Glucklich	glücklich
und	und
es	es
^	
war	war
nur	nur
der	der
Dodo	Dodo
haben	haben
alle	alle
^	
gesakt	gesagt
.	.
