Lea	Lea
und	und
lars	Lars
trefen	treffen
sich	sich
Zu	zu
Schule	Schule
.	.
Lars	Lars
^	
rennt	rennt
zu	zu
lea	Lea
.	.
Lea	Lea
zeigt	zeigt
lars	Lars
Dodo	Dodo
^	
Lars	Lars
heltet	haltet
eine	eine
fote	Pfote
v*n	von
Dodo	Dodo
zeigt	zeigt
^	
in	ihn
die	die
zunge	Zunge
.	.
Lea	Lea
und	und
Lars	Lars
unterhalten-	unterhalten
^	
sich	sich
Lea	Lea
hat	hat
Dodo	Dodo
unter	unter
^	
Ihre	ihre
Jake	Jacke
.	.
Die	Die
andere	andere
Kinder	Kinder
asch-^reckken	erschrecken
sich	sich
.	.
Lea	Lea
möchte	möchte
das	dass
gar|	gar
keina	keiner
auser	außer
Lars	Lars
nicht	nicht
siet	sieht
^	
Lea	Lea
rechnen	rechnen
manche	manche
aufgaben	Aufgaben
Dodo	Dodo
^	
geht	geht
mit	mit
eine	eine
fote	Pfote
auf	auf
den	den
^	
anderen	anderen
Stul	Stuhl
.	.
Dodo	Dodo
siet	sieht
^	
von	von
ein	ein
Vogel	Vogel
ein	ein
stug	Stück
fleda	Feder
.	.
^	
Lea	Lea
aschrekt	erschreckt
sich	sich
weil	weil
Dodo	Dodo
^	
belt	bellt
weil	weil
Jedz	jetzt
siet	sieht
er	er
^	
den	den
ganzen	ganzen
Vogel	Vogel
.	.
Jedz	Jetzt
^	
geht	geht
Dodo	Dodo
auf	auf
den	den
tisch	Tisch
^	
die	die
Lehrerin	Lehrerin
kommt	kommt
sie	sie
kukt	kuckt
^	
nur	nur
Lea	Lea
meinte	meinte
sie	sie
kricht	kriegt
^	
erger	Ärger
aber	aber
sie	sie
kricht	kriegt
gar	gar
^	
kein	kein
erger	Ärger
Dodo	Dodo
belt	bellt
zu	zu
^	
Den	den
vogel	Vogel
der	der
Vogel	Vogel
ersch-^rechkt	erschreckt
sich	sich
.	.
