Der	Der
vermisst	vermisst
Hund	Hund
\h	\h
Lea	Lea
suchte	suchte
Dodo	Dodo
sie	sie
hängte	hängte
Blider	Bilder
von	von
^	
ihn	ihn
auf	auf
.	.
Dann	Dann
ging	ging
sie	sie
nach	nach
Hause	Hause
mit	mit
sie	sie
hiel-^t	hielt
einen	einen
Stifft	Stift
in	in
Hand	Hand
und	und
weine	weine
.	.
Sie	Sie
hoftte	hoffte
^	
auf	auf
einen	einen
Anruf	Anruf
.	.
Ein	Ein
halbe	halbe
Stundnte	Stunde
später	später
^	
Klinge	klinge
das	das
Tlefoen	Telefon
Lras	Lars
war	war
:	:
"	"
Der	Der
Hund	Hund
lecke	lecke
^	
den	den
Jungen	Jungen
.	.
Sie	Sie
war	war
glüklich	glücklich
er	er
sagt	sagt
er	er
^	
komm	komm
mit	mit
Dodo	Dodo
zu	zu
ihr	ihr
nach	nach
Hause	Hause
:	:
.	.
.	.
"	"
Das	Das
Mädchen	Mädchen
^	
saute	schaute
^	
aus	aus
dem	dem
Fenster	Fenster
.	.
Er	Er
klinge	klinge
er	er
hatte	hatte
^	
ein	ein
Liöli	Lolli
in	in
der	der
Hand	Hand
.	.
Dodo	Dodo
bellte	bellte
.	.
.	.
^	
Der	Der
Hund	Hund
isst	isst
Hundfutter	Hundefutter
Lea	Lea
umamre	umarme
^	
Lars	Lars
.	.
Er	Er
sagt	sagt
aus	aus
.	.
Das	Das
mädchen	Mädchen
hielt	hielt
den	den
^	
Lioli	Lolli
in	in
der	der
Hand	Hand
