Lars	Lars
und	und
Dodo	Dodo
\h	\h
Dodo	Dodo
hat	hat
ales	alles
geklekert	gekleckert
^	
Lars	Lars
war	war
sauer	sauer
Lars	Lars
hat	hat
den	den
^	
Schtaupsauger	Staubsauger
genomen	genommen
und	und
^	
ge_putzt	geputzt
.	.
aber	aber
dodo	Dodo
hat	hat
gesen	gesehen
^	
das	dass
Lars	Lars
sein	sein
hundekekse	Hundekekse
ge_Staugt	gesaugt
^	
hat	hat
aber	aber
dodo	Dodo
hat	hat
gesagt	gesagt
hol	hol
^	
mein	mein
hundekeke	Hundekekse
raus	raus
.	.
Lars	Lars
hat	hat
^	
gesagt	gesagt
kan|	kann
ich	ich
nicht	nicht
aber	aber
Dodo	Dodo
^	
hat	hat
lars	Lars
seine	seine
beine	Beine
gezogen	gezogen
,	,
^	
schnel	schnell
hat	hat
dodo	Dodo
seine	seine
kralen	Krallen
^	
auf	auf
dem	dem
tüte	Tüte
geworfen	geworfen
.	.
^	
Plötzlich	Plötzlich
ist	ist
die	die
tüte	Tüte
geplatzt	geplatzt
^	
Dan	Dann
hat	hat
dodo	Dodo
wider	wieder
ihre	ihre
^	
kekse	Kekse
bekomen	bekommen
.	.
