Lea	Lea
,	,
Lars	Lars
und	und
Dodo	Dodo
in	in
der	der
Schule	Schule
\h	\h
Lea	Lea
ist	ist
fast	fast
in	in
der	der
Schule	Schule
^	
dafor	davor
trift	trifft
sie	sie
sich	sich
mit	mit
Lars	Lars
.	.
^	
Lea	Lea
hat	hat
sich	sich
gefreut	gefreut
.	.
Dann	Dann
^	
ist	ist
Lars	Lars
gerant	gerannt
.	.
Dann	Dann
ist	ist
er	er
^	
bei	bei
Lea	Lea
angekomen	angekommen
.	.
Dann	Dann
^	
hat	hat
Lea	Lea
Lars	Lars
Dado	Dodo
gezeigt	gezeigt
.	.
^	
Lars	Lars
hat	hat
sich	sich
gefreut	gefreut
das	dass
Lea	Lea
^	
Dodo	Dodo
mit	mit
in	in
die	die
Schule	Schule
genomen	genommen
^	
hat	hat
.	.
in	in
der	der
Schule	Schule
habe	habe
die	die
gekichat	gekichert
.	.
^	
und	und
Dodo	Dodo
ist	ist
in	in
der	der
zeit	Zeit
da	da
wo	wo
^	
Lea	Lea
gerechnit	gerechnet
hat	hat
ist	ist
Dodo	Dodo
aus	aus
den	den
^	
mantel	Mantel
zum	zum
fenste	Fenster
gegangen	gegangen
.	.
^	
Da	Da
am	am
fenster	Fenster
hat	hat
Dodo	Dodo
gebelt	gebellt
.	.
^	
Dann	Dann
hat	hat
Die	die
Leherin	Lehrerin
gelacht	gelacht
.	.
^	
Da	Da
am	am
fenster	Fenster
hat	hat
Lea	Lea
gekichat	gekichert
.	.
