Der	Der
Müllbeutel	Müllbeutel
\h	\h
1.	1.
Der	Der
kleine	kleine
Hund	Hund
Dodo	Dodo
hat	hat
au|	aus
fersehn	Versehen
^	
sein	sein
Essen	Essen
ferschüttet	verschüttet
.	.
Dan	Dann
karm	kam
Lars	Lars
^	
er	er
hat	hat
den	den
staubsauger	Staubsauger
geholt	geholt
.	.
^	
2.	2.
Dodo	Dodo
hat	hat
sich	sich
erschreckt	erschreckt
weil	weil
er|	er
wollte	wollte
^	
das	das
noch	noch
Essen	essen
.	.
3.	3.
Lars	Lars
holt	holt
den	den
Beutel	Beutel
raus	raus
^	
Dodo	Dodo
belt	bellt
er	er
will	will
das	das
nicht	nicht
.	.
4.	4.
Als	Als
Lars	Lars
den	den
müllbeütel	Müllbeutel
auslehen	ausleeren
wollte	wollte
^	
sparang	sprang
Dodo	Dodo
an	an
Lars	Lars
Bein	Bein
.	.
5.	5.
^	
Lars	Lars
zieht	zieht
den	den
Beutel	Beutel
weck	weg
Dodo	Dodo
^	
kralt	krallt
sich	sich
an	an
den	den
Beutel	Beutel
.	.
6.	6.
Bis	Bis
der	der
Beutel	Beutel
^	
anschlisend	anschließend
!	!
Boom	Boom
!	!
macht	macht
also	also
der	der
Beutel	Beutel
^	
ist	ist
Geplatzt	geplatzt
Geplatzt	geplatzt
.	.
