Dodo	Dodo
ist|	ist
verügt	verrückt
\h	\h
Ein	Ein
wünder_schöner	wunderschöner
Tag	Tag
zum	zum
^	
staubsaugen	staubsaugen
sagt	sagt
Lars	Lars
.	.
^	
Da	Da
saugt	saugt
Lars	Lars
den	den
Dreg	Dreck
^	
weg	weg
.	.
Aber	Aber
Lars	Lars
denkt	denkt
:	:
"	"
das	dass
Dodo	Dodo
^	
schleft	schläft
.	.
Aber	Aber
Dodo	Dodo
denkt	denkt
:	:
"	"
^	
"	"
was	Was
ist	ist
das	das
für	für
ein	ein
Ding	Ding
.	.
"	"
^	
Dodo	Dodo
denkt	denkt
:	:
"	"
das	dass
disses	dieses
Ding	Ding
^	
sein	sein
Futter	Futter
weg_^macht	wegmacht
"	"
.	.
Da	Da
fagt	fragt
Dodo	Dodo
:	:
"	"
was	Was
^	
ist	ist
dass	das
.	.
"	"
Lars	Lars
antwortet	antwortet
:	:
^	
das	Das
ist	ist
ein	ein
Staubsauger	Staubsauger
.	.
Da	Da
^	
saugt	saugt
Lars	Lars
Dodos	Dodos
Futter	Futter
^	
weg	weg
.	.
Da	Da
saugt	saugt
Lars	Lars
Dodos	Dodos
^	
Futter	Futter
weg	weg
.	.
Da	Da
sert	zerrt
Lars	Lars
^	
die	die
Tüte	Tüte
aus	aus
.	.
Da	Da
bringt	bringt
^	
Lars	Lars
die	die
Tüte	Tüte
weg	weg
aber	aber
Dodo	Dodo
zert	zerrt
an	an
seinem	seinem
Bein	Bein
.	.
^	
Da	Da
kommt	kommt
Dodo	Dodo
plötzlich	plötzlich
^	
zärrt	zerrt
er	er
das	dass
die	die
^	
Tüte	Tüte
runter	runter
felt	fällt
und	und
die	die
^	
Tüte	Tüte
zerplatzt	zerplatzt
.	.
