Lea	Lea
und	und
Lars	Lars
wollen	wollen
ein	ein
Eis	Eis
.	.
^	
Sie	Sie
leken	lecken
das	das
Eis	Eis
und	und
da	da
tropft	tropft
^	
Eis	Eis
in	in
Dodos	Dodos
mund	Mund
.	.
^	
Sie	Sie
Schtolpert	stolpert
und	und
das	das
Eis	Eis
^	
flikt	fliegt
runter	runter
und	und
Dodo	Dodo
^	
schnapt	schnappt
es	es
sich	sich
.	.
^	
Lea	Lea
weint	weint
und	und
Dodo	Dodo
freut	freut
sich	sich
.	.
^	
Lars	Lars
teilt	teilt
das	das
Eis	Eis
mit	mit
Lea	Lea
.	.
^	
Sie	Sie
gehen	gehen
zusamen	zusammen
und	und
leken	lecken
^	
das	das
Eis	Eis
.	.
